person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
42,46836,RENT,11,PERSONAL,D,35000,16.88,1,0.75,N,25
47,136340,RENT,3,EDUCATION,C,35000,12.62,0,0.26,N,20
33,72079,OWN,3,MEDICAL,F,30000,5.8,0,0.42,Y,4
53,31180,RENT,2,VENTURE,C,15000,14.76,1,0.48,N,24
54,101471,MORTGAGE,4,MEDICAL,D,3000,11.51,0,0.03,N,16
61,21428,MORTGAGE,6,VENTURE,F,5000,10.06,0,0.23,N,5
55,142668,RENT,5,MEDICAL,D,20000,15.25,0,0.14,N,7
21,75223,RENT,2,DEBTCONSOLIDATION,A,10000,11.99,0,0.13,N,26
41,118394,MORTGAGE,1,MEDICAL,B,3000,6.48,0,0.03,N,11
26,21506,RENT,0,DEBTCONSOLIDATION,E,15000,19.66,1,0.7,N,19
48,53354,RENT,2,EDUCATION,B,1000,17.46,0,0.02,N,17
37,45846,RENT,9,MEDICAL,D,25000,5.9,1,0.55,N,19
25,29629,OTHER,3,PERSONAL,D,2000,13.4,0,0.07,N,7
51,25642,RENT,6,PERSONAL,F,20000,6.33,1,0.78,N,20
25,63167,MORTGAGE,8,PERSONAL,C,25000,18.4,1,0.4,N,18
58,66096,RENT,14,PERSONAL,D,3000,14.81,0,0.05,N,19
23,93900,RENT,14,HOMEIMPROVEMENT,A,15000,7.76,0,0.16,N,14
43,38112,OWN,10,EDUCATION,C,25000,5.33,0,0.66,N,8
57,45669,MORTGAGE,0,DEBTCONSOLIDATION,B,7500,5.51,0,0.16,Y,21
57,24557,RENT,7,PERSONAL,E,3000,13.12,0,0.12,N,13
30,105915,MORTGAGE,11,PERSONAL,E,7500,16.75,1,0.07,N,3
30,50755,RENT,0,VENTURE,B,15000,6.93,0,0.3,N,28
39,70353,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,8.54,0,0.21,N,13
37,71607,RENT,13,PERSONAL,D,3000,10.24,0,0.04,N,13
41,101676,MORTGAGE,6,DEBTCONSOLIDATION,D,10000,8.49,0,0.1,N,25
34,32347,MORTGAGE,0,EDUCATION,D,7500,11.26,1,0.23,Y,5
29,69479,RENT,0,VENTURE,F,30000,13.95,1,0.43,N,5
21,48411,OWN,5,MEDICAL,E,7500,15.96,1,0.15,N,19
33,140482,OTHER,2,PERSONAL,C,30000,20.42,0,0.21,N,17
24,32299,RENT,9,VENTURE,B,10000,19.89,0,0.31,N,15
21,88054,OWN,9,PERSONAL,C,25000,14.12,0,0.28,N,18
60,58405,MORTGAGE,2,PERSONAL,E,15000,16.75,1,0.26,Y,18
52,56893,MORTGAGE,14,MEDICAL,C,20000,20.21,1,0.35,N,4
54,50362,OWN,5,VENTURE,D,10000,6.34,0,0.2,N,7
48,96118,MORTGAGE,1,PERSONAL,A,25000,5.09,0,0.26,N,24
51,55933,MORTGAGE,10,MEDICAL,F,10000,5.48,0,0.18,N,14
28,22874,OWN,11,MEDICAL,D,10000,14.01,1,0.44,N,10
59,90197,MORTGAGE,8,DEBTCONSOLIDATION,B,15000,17.21,0,0.17,N,22
46,82297,MORTGAGE,13,DEBTCONSOLIDATION,B,30000,10.87,0,0.36,N,10
54,65746,RENT,10,MEDICAL,A,20000,13.72,0,0.3,Y,9
23,27882,MORTGAGE,14,MEDICAL,E,10000,13.26,1,0.36,N,18
32,30134,MORTGAGE,5,MEDICAL,D,20000,6.52,1,0.66,Y,17
21,19173,MORTGAGE,10,HOMEIMPROVEMENT,D,20000,10.15,1,1.04,N,17
64,61707,RENT,15,DEBTCONSOLIDATION,A,35000,5.31,0,0.57,N,28
25,24964,RENT,10,EDUCATION,B,30000,6.77,0,1.2,N,29
50,20756,RENT,1,DEBTCONSOLIDATION,C,20000,17.99,1,0.96,N,20
50,92734,MORTGAGE,6,EDUCATION,B,10000,18.27,0,0.11,N,25
37,71976,RENT,7,MEDICAL,C,25000,17.83,0,0.35,N,17
43,41498,MORTGAGE,2,HOMEIMPROVEMENT,B,15000,16.63,1,0.36,N,26
35,45842,MORTGAGE,15,DEBTCONSOLIDATION,B,35000,17.69,1,0.76,Y,15
57,14710,OWN,2,DEBTCONSOLIDATION,D,5000,15.74,0,0.34,N,21
41,77526,RENT,2,PERSONAL,E,2000,15.72,1,0.03,N,15
34,34670,OTHER,15,MEDICAL,B,2000,15.68,0,0.06,N,15
22,57823,RENT,6,HOMEIMPROVEMENT,D,20000,13.22,0,0.35,N,15
31,14125,MORTGAGE,0,VENTURE,A,35000,10.81,0,2.48,N,13
59,79920,MORTGAGE,8,MEDICAL,C,1000,16.68,0,0.01,Y,7
58,33643,RENT,8,PERSONAL,F,25000,9.78,0,0.74,N,21
54,24636,RENT,0,HOMEIMPROVEMENT,A,20000,13.69,0,0.81,N,14
58,41365,RENT,15,HOMEIMPROVEMENT,B,25000,11.93,0,0.6,N,17
54,36381,MORTGAGE,7,VENTURE,A,10000,9.43,0,0.27,N,10
38,83879,RENT,7,DEBTCONSOLIDATION,C,30000,20.6,1,0.36,Y,3
50,39727,OWN,6,EDUCATION,D,1000,9.14,0,0.03,N,23
35,96887,RENT,8,VENTURE,A,25000,9.95,0,0.26,N,28
47,57818,OTHER,3,VENTURE,A,7500,7.59,0,0.13,N,4
54,76663,RENT,3,EDUCATION,E,15000,18.17,0,0.2,N,11
58,48967,RENT,6,DEBTCONSOLIDATION,C,30000,14.39,1,0.61,N,21
53,92598,RENT,12,HOMEIMPROVEMENT,C,7500,14.81,0,0.08,N,3
44,27534,OWN,0,MEDICAL,F,5000,18.13,0,0.18,N,28
35,51886,MORTGAGE,8,DEBTCONSOLIDATION,B,20000,10.49,0,0.39,N,25
50,40206,RENT,12,VENTURE,E,15000,8.1,1,0.37,Y,11
62,98549,RENT,2,VENTURE,F,15000,8.17,0,0.15,N,9
37,103726,RENT,0,DEBTCONSOLIDATION,B,5000,16.72,0,0.05,N,18
25,49031,MORTGAGE,4,MEDICAL,C,1000,14.83,0,0.02,N,27
49,25699,RENT,7,DEBTCONSOLIDATION,C,10000,8.3,1,0.39,Y,23
24,60690,MORTGAGE,1,MEDICAL,E,2000,7.32,0,0.03,N,2
30,21326,MORTGAGE,5,DEBTCONSOLIDATION,B,35000,6.93,0,1.64,Y,7
37,110533,OWN,7,PERSONAL,D,1000,15.04,0,0.01,N,8
30,38693,MORTGAGE,8,EDUCATION,F,10000,5.0,1,0.26,Y,16
37,48277,RENT,3,PERSONAL,E,2000,5.29,0,0.04,N,19
40,34874,OTHER,5,MEDICAL,E,2000,11.23,0,0.06,N,10
44,31229,RENT,11,EDUCATION,D,20000,16.06,0,0.64,N,9
25,70873,RENT,15,EDUCATION,E,20000,16.12,0,0.28,Y,26
54,45283,OWN,14,DEBTCONSOLIDATION,B,1000,11.88,0,0.02,Y,11
26,50073,RENT,7,HOMEIMPROVEMENT,D,1000,16.06,1,0.02,N,5
22,29674,RENT,5,HOMEIMPROVEMENT,D,2000,13.34,1,0.07,N,21
33,75209,RENT,4,DEBTCONSOLIDATION,C,25000,20.63,0,0.33,N,29
63,79133,RENT,1,DEBTCONSOLIDATION,A,20000,7.6,0,0.25,N,9
63,44158,RENT,1,EDUCATION,D,1000,14.61,1,0.02,N,2
31,92407,RENT,9,DEBTCONSOLIDATION,A,15000,12.86,0,0.16,N,9
43,46533,RENT,3,DEBTCONSOLIDATION,B,25000,8.11,0,0.54,N,24
36,72393,OWN,3,EDUCATION,B,30000,17.0,0,0.41,N,13
51,21775,MORTGAGE,15,VENTURE,F,35000,9.41,0,1.61,N,24
31,58496,MORTGAGE,2,PERSONAL,B,7500,11.11,0,0.13,N,26
36,42798,MORTGAGE,1,HOMEIMPROVEMENT,E,3000,11.0,0,0.07,N,16
28,52984,OWN,1,VENTURE,A,5000,8.91,0,0.09,N,14
24,51810,OWN,7,HOMEIMPROVEMENT,C,25000,11.89,0,0.48,N,17
60,52200,OWN,8,EDUCATION,C,35000,12.57,0,0.67,Y,27
24,66692,OWN,4,EDUCATION,D,15000,16.91,1,0.22,N,24
45,36953,RENT,7,HOMEIMPROVEMENT,E,7500,17.24,0,0.2,N,19
23,65155,MORTGAGE,11,EDUCATION,D,10000,7.54,0,0.15,N,2
52,90786,MORTGAGE,12,PERSONAL,D,7500,14.48,0,0.08,N,18
23,24219,MORTGAGE,15,VENTURE,C,5000,19.34,0,0.21,N,17
47,33180,MORTGAGE,12,HOMEIMPROVEMENT,D,20000,6.74,1,0.6,N,24
49,33885,RENT,7,MEDICAL,C,1000,12.57,0,0.03,N,6
52,28395,RENT,2,EDUCATION,A,5000,17.01,0,0.18,N,21
39,38663,OWN,1,PERSONAL,E,20000,14.78,1,0.52,N,22
41,82171,MORTGAGE,0,PERSONAL,E,1000,6.61,0,0.01,N,11
25,101092,RENT,9,MEDICAL,B,2000,11.35,0,0.02,N,27
38,51693,RENT,12,DEBTCONSOLIDATION,E,7500,13.12,0,0.15,N,7
48,41684,MORTGAGE,6,DEBTCONSOLIDATION,D,30000,20.93,1,0.72,N,13
62,73237,RENT,0,DEBTCONSOLIDATION,C,25000,7.86,0,0.34,N,11
42,15033,RENT,7,EDUCATION,B,1000,20.72,0,0.07,N,23
41,28923,RENT,15,VENTURE,F,15000,11.02,1,0.52,Y,18
26,15354,RENT,8,HOMEIMPROVEMENT,D,7500,8.21,1,0.49,Y,3
21,28771,RENT,12,VENTURE,B,20000,11.63,1,0.7,N,20
25,33406,MORTGAGE,12,EDUCATION,D,25000,14.82,1,0.75,N,21
61,102625,RENT,15,HOMEIMPROVEMENT,C,30000,8.42,0,0.29,N,7
32,12326,RENT,11,PERSONAL,C,15000,9.66,0,1.22,N,29
46,39801,MORTGAGE,10,DEBTCONSOLIDATION,D,35000,18.67,1,0.88,Y,29
54,66821,MORTGAGE,3,EDUCATION,C,35000,20.98,1,0.52,N,28
34,60196,RENT,0,VENTURE,D,30000,10.09,1,0.5,N,14
46,101810,MORTGAGE,6,HOMEIMPROVEMENT,E,15000,7.38,0,0.15,N,10
47,53131,OWN,1,PERSONAL,F,10000,17.69,0,0.19,N,13
29,59109,OWN,15,MEDICAL,D,10000,14.61,1,0.17,N,19
46,19550,MORTGAGE,3,EDUCATION,F,1000,6.61,0,0.05,N,9
42,29907,MORTGAGE,13,MEDICAL,E,5000,20.15,1,0.17,N,26
50,20103,RENT,5,MEDICAL,B,25000,6.25,0,1.24,Y,19
63,65271,MORTGAGE,4,VENTURE,F,20000,15.01,0,0.31,N,26
37,58357,MORTGAGE,15,EDUCATION,A,35000,11.78,0,0.6,N,24
46,57340,RENT,4,EDUCATION,B,2000,13.91,0,0.03,N,26
56,31548,MORTGAGE,5,PERSONAL,D,3000,8.41,0,0.1,N,23
21,30137,MORTGAGE,1,PERSONAL,C,25000,16.01,1,0.83,N,3
28,54432,OWN,9,VENTURE,C,10000,20.36,0,0.18,N,9
55,35077,RENT,3,VENTURE,D,3000,12.33,0,0.09,N,11
35,29430,RENT,7,HOMEIMPROVEMENT,B,35000,13.37,0,1.19,N,10
42,38017,MORTGAGE,8,MEDICAL,F,25000,8.84,0,0.66,N,29
34,35229,RENT,10,PERSONAL,C,10000,19.27,0,0.28,N,25
46,31781,MORTGAGE,10,MEDICAL,F,30000,20.54,1,0.94,N,19
48,26558,RENT,6,EDUCATION,B,20000,17.58,1,0.75,N,9
43,61349,MORTGAGE,4,VENTURE,C,25000,13.68,0,0.41,N,20
34,106726,MORTGAGE,13,DEBTCONSOLIDATION,C,30000,20.31,0,0.28,N,4
44,48074,RENT,3,EDUCATION,D,2000,7.46,0,0.04,N,10
22,54787,RENT,6,EDUCATION,B,20000,12.66,0,0.37,N,14
46,64099,RENT,5,DEBTCONSOLIDATION,C,1000,13.6,0,0.02,N,10
34,58881,RENT,13,VENTURE,A,1000,12.87,0,0.02,N,26
27,32097,MORTGAGE,5,PERSONAL,C,35000,17.84,1,1.09,Y,21
23,115835,MORTGAGE,5,VENTURE,F,15000,15.73,0,0.13,N,13
43,33568,RENT,9,HOMEIMPROVEMENT,A,25000,7.03,0,0.74,N,24
63,67781,MORTGAGE,8,MEDICAL,D,30000,10.54,0,0.44,Y,14
38,63901,RENT,1,MEDICAL,D,35000,10.43,1,0.55,N,9
58,18412,MORTGAGE,6,EDUCATION,B,30000,14.05,0,1.63,N,16
55,40969,RENT,10,DEBTCONSOLIDATION,B,15000,9.66,1,0.37,N,14
35,50428,OWN,15,MEDICAL,B,7500,6.88,0,0.15,N,22
45,52395,MORTGAGE,8,HOMEIMPROVEMENT,B,3000,15.46,1,0.06,N,14
57,56994,MORTGAGE,4,DEBTCONSOLIDATION,A,10000,18.62,0,0.18,N,18
48,71598,MORTGAGE,2,MEDICAL,B,10000,19.91,0,0.14,N,16
30,48836,OWN,14,EDUCATION,B,15000,20.56,0,0.31,N,26
59,58530,OWN,12,VENTURE,E,20000,17.5,0,0.34,N,23
37,47931,MORTGAGE,3,MEDICAL,E,35000,7.24,1,0.73,N,20
59,29476,RENT,2,HOMEIMPROVEMENT,D,25000,18.65,1,0.85,N,4
42,49821,OWN,10,PERSONAL,C,20000,11.4,0,0.4,N,15
46,71292,RENT,4,MEDICAL,B,7500,16.68,0,0.11,N,11
64,85339,OWN,3,VENTURE,C,1000,13.5,0,0.01,N,18
45,64129,MORTGAGE,2,EDUCATION,B,7500,18.26,0,0.12,N,9
37,95528,OWN,3,VENTURE,C,25000,11.81,0,0.26,N,19
33,60441,OWN,5,EDUCATION,F,5000,5.99,0,0.08,Y,13
40,75503,RENT,10,VENTURE,B,25000,13.91,0,0.33,Y,18
45,78330,MORTGAGE,4,PERSONAL,C,15000,7.74,0,0.19,N,24
24,43840,RENT,4,PERSONAL,D,3000,20.45,0,0.07,N,12
30,70474,RENT,3,VENTURE,E,7500,13.43,1,0.11,Y,10
23,30628,RENT,6,EDUCATION,B,15000,13.86,1,0.49,N,23
61,58390,RENT,2,PERSONAL,B,10000,19.52,0,0.17,N,25
38,65415,MORTGAGE,6,PERSONAL,E,25000,14.99,1,0.38,N,25
56,82913,OWN,9,PERSONAL,A,25000,9.84,0,0.3,N,26
42,73893,MORTGAGE,0,HOMEIMPROVEMENT,C,15000,9.74,0,0.2,N,24
54,83454,RENT,0,EDUCATION,E,30000,13.03,0,0.36,N,26
28,46644,OWN,0,VENTURE,F,15000,18.87,1,0.32,N,16
60,41245,OWN,7,PERSONAL,A,35000,17.72,0,0.85,N,10
64,42725,MORTGAGE,13,PERSONAL,B,5000,20.4,0,0.12,N,13
39,56001,MORTGAGE,0,DEBTCONSOLIDATION,B,25000,6.15,0,0.45,N,12
62,19843,OWN,15,EDUCATION,C,10000,9.29,0,0.5,N,18
61,95404,RENT,1,DEBTCONSOLIDATION,D,7500,6.28,0,0.08,N,7
57,50108,OWN,13,EDUCATION,F,5000,17.02,0,0.1,N,29
26,39834,OWN,6,PERSONAL,C,15000,7.25,0,0.38,N,9
46,13837,OWN,9,DEBTCONSOLIDATION,C,5000,6.6,1,0.36,N,11
54,48126,RENT,6,EDUCATION,C,5000,13.99,0,0.1,N,26
26,44389,OWN,6,DEBTCONSOLIDATION,A,35000,11.58,0,0.79,N,16
57,31303,MORTGAGE,13,EDUCATION,B,30000,16.44,1,0.96,N,5
53,35013,MORTGAGE,10,DEBTCONSOLIDATION,B,25000,12.79,1,0.71,N,19
42,48372,OWN,6,PERSONAL,E,25000,11.81,0,0.52,N,12
41,36529,RENT,1,VENTURE,C,35000,11.81,1,0.96,N,10
26,65247,RENT,1,HOMEIMPROVEMENT,B,15000,18.95,1,0.23,N,10
26,33711,OWN,12,PERSONAL,C,5000,11.32,0,0.15,Y,29
24,52960,OWN,6,MEDICAL,B,30000,10.33,1,0.57,N,9
50,88434,OWN,6,DEBTCONSOLIDATION,B,25000,10.42,0,0.28,Y,4
31,48131,RENT,9,EDUCATION,E,10000,8.15,0,0.21,N,22
50,58570,MORTGAGE,13,VENTURE,F,15000,18.77,0,0.26,N,19
51,56745,RENT,8,HOMEIMPROVEMENT,A,10000,7.35,0,0.18,N,15
44,49217,MORTGAGE,10,VENTURE,D,35000,19.54,1,0.71,N,4
29,47405,RENT,10,EDUCATION,C,10000,9.54,0,0.21,N,18
23,36839,MORTGAGE,4,EDUCATION,B,35000,19.39,1,0.95,N,5
51,52865,MORTGAGE,3,MEDICAL,D,35000,17.65,1,0.66,N,22
60,42547,OTHER,12,PERSONAL,B,20000,14.31,1,0.47,Y,29
57,106196,MORTGAGE,4,EDUCATION,A,15000,15.71,0,0.14,N,19
56,73539,MORTGAGE,15,DEBTCONSOLIDATION,B,10000,10.21,0,0.14,Y,16
44,23708,RENT,0,MEDICAL,B,1000,14.19,0,0.04,Y,20
51,24377,MORTGAGE,0,HOMEIMPROVEMENT,A,3000,9.68,0,0.12,Y,29
26,45925,MORTGAGE,15,DEBTCONSOLIDATION,B,25000,11.44,0,0.54,N,23
22,40229,RENT,8,HOMEIMPROVEMENT,C,15000,17.23,1,0.37,N,7
40,44730,MORTGAGE,4,MEDICAL,D,3000,8.9,0,0.07,N,16
48,67885,OWN,10,VENTURE,B,7500,18.42,0,0.11,N,8
31,57403,RENT,9,MEDICAL,B,35000,11.01,0,0.61,N,13
24,57114,RENT,7,MEDICAL,B,10000,13.51,0,0.18,N,17
35,101022,MORTGAGE,1,VENTURE,E,35000,20.07,1,0.35,N,10
26,24478,OWN,12,DEBTCONSOLIDATION,B,7500,15.9,0,0.31,N,21
50,51635,RENT,14,EDUCATION,E,15000,15.33,0,0.29,N,6
58,36697,OWN,2,MEDICAL,C,1000,16.39,0,0.03,Y,12
22,100480,OWN,13,MEDICAL,F,15000,19.69,0,0.15,N,3
35,16241,RENT,14,DEBTCONSOLIDATION,C,20000,8.98,0,1.23,N,23
31,16601,RENT,7,HOMEIMPROVEMENT,B,5000,14.81,0,0.3,N,17
28,57086,MORTGAGE,9,EDUCATION,C,15000,11.41,0,0.26,N,5
46,86089,OWN,5,MEDICAL,C,20000,5.19,0,0.23,N,6
64,72158,MORTGAGE,3,HOMEIMPROVEMENT,D,20000,7.0,0,0.28,Y,8
25,32843,RENT,10,MEDICAL,C,25000,10.2,0,0.76,Y,7
26,104110,RENT,14,DEBTCONSOLIDATION,A,7500,14.04,0,0.07,Y,25
46,26483,MORTGAGE,9,EDUCATION,D,15000,19.1,1,0.57,N,23
24,94253,MORTGAGE,6,PERSONAL,F,35000,17.66,1,0.37,Y,11
39,28293,RENT,2,PERSONAL,F,30000,13.85,0,1.06,N,15
40,41113,MORTGAGE,0,DEBTCONSOLIDATION,C,35000,6.18,1,0.85,N,9
53,67483,RENT,5,MEDICAL,A,10000,9.57,0,0.15,Y,15
40,23550,MORTGAGE,0,MEDICAL,A,25000,10.87,1,1.06,N,15
32,102182,RENT,7,MEDICAL,E,20000,14.95,0,0.2,N,21
21,40987,RENT,5,PERSONAL,E,2000,6.04,0,0.05,N,29
46,52503,OWN,10,DEBTCONSOLIDATION,F,30000,13.48,0,0.57,N,24
34,87649,RENT,3,DEBTCONSOLIDATION,C,20000,19.42,0,0.23,Y,4
58,32972,MORTGAGE,8,EDUCATION,E,5000,16.29,0,0.15,N,2
57,83316,RENT,7,DEBTCONSOLIDATION,E,2000,17.75,0,0.02,N,10
31,111331,RENT,0,EDUCATION,C,30000,15.91,0,0.27,N,10
56,35320,RENT,0,PERSONAL,D,2000,8.31,0,0.06,N,23
33,97216,RENT,3,DEBTCONSOLIDATION,A,2000,6.77,0,0.02,N,3
63,20327,RENT,14,EDUCATION,D,10000,18.27,1,0.49,N,17
23,59563,OWN,1,EDUCATION,F,3000,16.13,1,0.05,Y,9
53,26521,RENT,10,MEDICAL,B,35000,14.2,1,1.32,N,27
26,78533,RENT,15,DEBTCONSOLIDATION,D,15000,8.03,0,0.19,N,7
30,75374,OWN,11,PERSONAL,B,15000,14.65,0,0.2,N,24
25,138508,RENT,3,PERSONAL,E,35000,5.5,0,0.25,Y,14
43,99771,MORTGAGE,15,DEBTCONSOLIDATION,D,15000,6.9,0,0.15,N,2
30,45121,RENT,1,DEBTCONSOLIDATION,F,10000,9.99,0,0.22,Y,20
64,28541,RENT,6,DEBTCONSOLIDATION,D,25000,12.1,0,0.88,N,16
22,65045,MORTGAGE,14,PERSONAL,C,10000,6.93,0,0.15,N,2
33,47554,OTHER,8,EDUCATION,A,7500,6.92,0,0.16,N,11
60,106465,RENT,5,EDUCATION,D,25000,16.61,0,0.23,N,2
22,16594,RENT,3,DEBTCONSOLIDATION,C,30000,14.12,1,1.81,N,29
40,146389,RENT,4,DEBTCONSOLIDATION,D,25000,13.54,0,0.17,N,13
21,63958,RENT,6,HOMEIMPROVEMENT,A,35000,12.24,1,0.55,N,12
57,32646,OWN,4,EDUCATION,E,25000,20.62,1,0.77,N,18
29,70756,RENT,15,EDUCATION,C,25000,5.8,0,0.35,N,5
37,93780,OWN,15,EDUCATION,E,30000,7.89,0,0.32,N,24
29,51905,RENT,14,EDUCATION,D,1000,15.36,1,0.02,N,8
31,20283,OWN,5,PERSONAL,A,10000,7.18,0,0.49,N,13
35,42322,MORTGAGE,9,HOMEIMPROVEMENT,C,25000,14.43,1,0.59,N,14
44,82429,OWN,15,VENTURE,E,20000,14.08,0,0.24,Y,6
58,62839,RENT,13,PERSONAL,D,3000,20.54,0,0.05,Y,29
55,45331,MORTGAGE,5,VENTURE,C,7500,19.13,0,0.17,N,7
50,94292,MORTGAGE,1,EDUCATION,F,7500,20.13,1,0.08,N,3
51,70944,MORTGAGE,0,DEBTCONSOLIDATION,B,15000,6.82,0,0.21,N,22
25,73730,OWN,7,VENTURE,B,30000,18.89,1,0.41,N,8
64,39921,MORTGAGE,8,EDUCATION,D,35000,7.07,1,0.88,Y,15
34,38036,OWN,13,VENTURE,B,25000,15.13,1,0.66,Y,26
31,20952,RENT,3,VENTURE,C,30000,16.52,0,1.43,Y,23
29,43058,MORTGAGE,2,EDUCATION,D,15000,7.57,1,0.35,N,29
54,78252,OWN,4,MEDICAL,D,10000,15.12,1,0.13,Y,15
32,44265,RENT,4,PERSONAL,B,10000,5.84,0,0.23,N,11
55,61253,MORTGAGE,1,MEDICAL,D,20000,9.69,0,0.33,N,5
55,85442,OWN,9,MEDICAL,C,3000,19.74,1,0.04,N,4
21,59066,MORTGAGE,6,VENTURE,C,15000,7.75,1,0.25,Y,26
60,62022,RENT,10,PERSONAL,E,20000,6.04,0,0.32,N,24
42,24861,RENT,4,VENTURE,B,10000,12.1,0,0.4,N,28
49,41719,OWN,4,HOMEIMPROVEMENT,D,35000,18.61,1,0.84,N,15
28,116228,OWN,6,VENTURE,D,20000,6.23,0,0.17,N,7
31,51632,OWN,14,VENTURE,D,5000,10.69,0,0.1,N,24
61,126547,MORTGAGE,0,DEBTCONSOLIDATION,C,15000,19.4,1,0.12,N,16
57,34147,MORTGAGE,12,VENTURE,B,20000,6.89,1,0.59,Y,9
34,55103,RENT,4,EDUCATION,B,7500,9.97,0,0.14,N,6
50,40483,RENT,13,MEDICAL,D,2000,17.45,0,0.05,N,4
55,65906,RENT,12,DEBTCONSOLIDATION,C,20000,13.69,0,0.3,N,4
41,76688,RENT,4,DEBTCONSOLIDATION,B,35000,18.32,1,0.46,Y,14
57,66252,OWN,9,HOMEIMPROVEMENT,D,15000,6.79,0,0.23,N,3
25,82530,OWN,2,VENTURE,E,35000,19.73,1,0.42,Y,25
39,48698,MORTGAGE,15,HOMEIMPROVEMENT,A,30000,19.96,0,0.62,N,2
34,44566,OTHER,5,EDUCATION,F,3000,7.49,0,0.07,N,13
46,20351,OWN,5,VENTURE,A,25000,5.54,0,1.23,N,9
24,67455,MORTGAGE,9,HOMEIMPROVEMENT,C,10000,20.84,1,0.15,N,20
45,53428,MORTGAGE,12,MEDICAL,C,5000,12.72,0,0.09,N,10
62,47384,RENT,3,EDUCATION,A,20000,14.15,0,0.42,N,29
45,44559,MORTGAGE,9,MEDICAL,E,25000,14.85,1,0.56,Y,15
38,48125,RENT,5,DEBTCONSOLIDATION,C,3000,17.63,0,0.06,Y,29
60,43559,RENT,4,EDUCATION,A,35000,17.99,1,0.8,N,28
28,37646,OWN,9,VENTURE,D,25000,8.1,0,0.66,N,19
59,55259,RENT,5,EDUCATION,D,35000,8.79,1,0.63,N,11
60,62447,RENT,4,PERSONAL,F,7500,19.03,0,0.12,N,10
34,33346,MORTGAGE,13,HOMEIMPROVEMENT,C,35000,18.11,0,1.05,N,7
52,40120,MORTGAGE,1,EDUCATION,B,10000,14.88,0,0.25,N,2
58,44253,RENT,9,EDUCATION,A,2000,20.92,0,0.05,N,6
53,49138,RENT,3,PERSONAL,D,25000,16.76,0,0.51,N,11
43,45977,OTHER,0,VENTURE,C,25000,8.45,1,0.54,N,26
35,68176,RENT,2,MEDICAL,F,20000,18.55,0,0.29,N,14
53,21457,OWN,8,PERSONAL,D,15000,11.64,1,0.7,N,23
45,23446,MORTGAGE,9,HOMEIMPROVEMENT,F,1000,5.58,0,0.04,N,24
37,54002,RENT,0,MEDICAL,F,20000,10.14,1,0.37,N,5
53,36266,RENT,0,MEDICAL,C,10000,17.22,0,0.28,N,2
22,76276,MORTGAGE,15,PERSONAL,B,15000,20.36,0,0.2,N,22
34,87983,OWN,0,PERSONAL,B,10000,9.42,0,0.11,N,3
60,55098,RENT,15,EDUCATION,B,35000,8.94,1,0.64,N,25
60,28681,RENT,2,VENTURE,C,20000,14.02,0,0.7,N,5
59,83058,RENT,10,HOMEIMPROVEMENT,A,25000,17.99,0,0.3,N,18
26,54146,MORTGAGE,3,MEDICAL,B,35000,16.94,1,0.65,N,11
26,23307,RENT,13,VENTURE,B,20000,13.96,0,0.86,N,24
23,24361,RENT,9,EDUCATION,A,1000,15.1,1,0.04,Y,13
27,104660,RENT,5,VENTURE,B,1000,8.87,0,0.01,N,28
28,96333,MORTGAGE,0,PERSONAL,A,25000,11.92,0,0.26,Y,3
62,13924,OWN,10,PERSONAL,C,7500,9.09,1,0.54,N,4
35,24862,MORTGAGE,8,PERSONAL,B,15000,19.15,1,0.6,N,15
49,86718,RENT,0,EDUCATION,E,5000,6.8,0,0.06,N,26
53,48569,RENT,0,DEBTCONSOLIDATION,A,7500,15.88,0,0.15,N,16
50,69628,RENT,12,PERSONAL,E,15000,9.16,0,0.22,Y,14
59,47525,RENT,3,MEDICAL,C,35000,12.61,0,0.74,N,10
47,67998,MORTGAGE,8,HOMEIMPROVEMENT,C,20000,9.79,0,0.29,Y,3
56,49163,RENT,5,EDUCATION,C,35000,10.17,0,0.71,Y,20
49,39387,RENT,14,DEBTCONSOLIDATION,B,35000,9.17,1,0.89,Y,17
58,83230,MORTGAGE,15,PERSONAL,A,5000,17.04,0,0.06,N,12
53,54232,MORTGAGE,15,PERSONAL,D,7500,10.85,0,0.14,N,13
57,67927,MORTGAGE,2,MEDICAL,F,25000,16.62,0,0.37,N,26
47,53035,OWN,14,MEDICAL,F,30000,12.3,1,0.57,Y,2
53,38438,MORTGAGE,3,EDUCATION,D,15000,13.76,1,0.39,N,3
24,109556,MORTGAGE,8,DEBTCONSOLIDATION,C,35000,13.69,0,0.32,N,17
42,58541,MORTGAGE,6,DEBTCONSOLIDATION,C,1000,20.61,0,0.02,Y,28
22,41047,RENT,0,VENTURE,D,7500,10.87,0,0.18,N,3
30,92889,RENT,15,DEBTCONSOLIDATION,E,20000,8.32,0,0.22,N,27
25,25326,OWN,0,HOMEIMPROVEMENT,B,15000,19.59,1,0.59,N,20
30,149962,OWN,9,PERSONAL,E,3000,7.8,0,0.02,N,11
53,44820,MORTGAGE,11,VENTURE,B,10000,18.35,1,0.22,N,20
58,26003,MORTGAGE,11,EDUCATION,C,1000,7.4,0,0.04,N,11
